"1","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:50:35.861 UTC 2013","28","2013-05-22 09:50:34"
"2","00:18:0a:34:27:d0","00:26:5a:78:14:db","Wed May 22 14:50:07.861 UTC 2013","32","2013-05-22 09:50:34"
"3","00:18:0a:34:27:d0","b0:d0:9c:07:c1:98","Wed May 22 14:49:59.861 UTC 2013","18","2013-05-22 09:50:34"
"4","00:18:0a:34:27:d0","64:20:0c:ad:7a:4f","Wed May 22 14:49:30.861 UTC 2013","14","2013-05-22 09:50:34"
"5","00:18:0a:34:27:d0","38:aa:3c:86:83:7a","Wed May 22 14:44:16.861 UTC 2013","11","2013-05-22 09:50:34"
"6","00:18:0a:34:27:d0","a8:16:b2:9a:58:fa","Wed May 22 14:43:06.861 UTC 2013","25","2013-05-22 09:50:34"
"7","00:18:0a:34:27:d0","e4:8b:7f:76:46:99","Wed May 22 14:38:28.861 UTC 2013","11","2013-05-22 09:50:34"
"8","00:18:0a:34:27:d0","f0:dc:e2:da:eb:fd","Wed May 22 14:37:33.861 UTC 2013","11","2013-05-22 09:50:34"
"9","00:18:0a:34:27:d0","00:f4:b9:70:66:c7","Wed May 22 14:30:41.861 UTC 2013","10","2013-05-22 09:50:34"
"10","00:18:0a:34:27:d0","e4:8b:7f:89:49:f4","Wed May 22 14:29:56.861 UTC 2013","14","2013-05-22 09:50:34"
"11","00:18:0a:34:27:d0","0c:77:1a:06:09:40","Wed May 22 14:29:43.861 UTC 2013","16","2013-05-22 09:50:34"
"12","00:18:0a:34:27:d0","48:60:bc:84:a0:ea","Wed May 22 14:26:29.861 UTC 2013","10","2013-05-22 09:50:34"
"13","00:18:0a:34:27:d0","ac:f1:df:05:0e:34","Wed May 22 14:26:08.861 UTC 2013","9","2013-05-22 09:50:34"
"14","00:18:0a:34:27:d0","00:25:9c:7f:21:27","Wed May 22 14:51:59.068 UTC 2013","17","2013-05-22 09:51:58"
"15","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:51:49.068 UTC 2013","15","2013-05-22 09:51:58"
"16","00:18:0a:34:27:d0","64:20:0c:ad:7a:4f","Wed May 22 14:51:47.068 UTC 2013","10","2013-05-22 09:51:58"
"17","00:18:0a:34:27:d0","5c:b5:24:58:2e:1c","Wed May 22 14:51:36.068 UTC 2013","19","2013-05-22 09:51:58"
"18","00:18:0a:34:27:d0","b0:d0:9c:07:c1:98","Wed May 22 14:51:11.068 UTC 2013","15","2013-05-22 09:51:58"
"19","00:18:0a:34:27:d0","00:26:5a:78:14:db","Wed May 22 14:51:11.068 UTC 2013","27","2013-05-22 09:51:58"
"20","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:53:29.990 UTC 2013","18","2013-05-22 09:53:30"
"21","00:18:0a:34:27:d0","ac:f1:df:05:0e:34","Wed May 22 14:53:28.990 UTC 2013","12","2013-05-22 09:53:30"
"22","00:18:0a:34:27:d0","64:20:0c:ad:7a:4f","Wed May 22 14:53:16.990 UTC 2013","11","2013-05-22 09:53:30"
"23","00:18:0a:34:27:d0","00:26:5a:78:14:db","Wed May 22 14:53:16.990 UTC 2013","25","2013-05-22 09:53:30"
"24","00:18:0a:34:27:d0","a8:16:b2:9a:58:fa","Wed May 22 14:53:16.990 UTC 2013","25","2013-05-22 09:53:30"
"25","00:18:0a:34:27:d0","5c:b5:24:58:2e:1c","Wed May 22 14:53:10.990 UTC 2013","28","2013-05-22 09:53:30"
"26","00:18:0a:34:27:d0","98:52:b1:c6:86:61","Wed May 22 14:52:33.990 UTC 2013","17","2013-05-22 09:53:30"
"27","00:18:0a:34:27:d0","00:25:9c:7f:21:27","Wed May 22 14:52:26.990 UTC 2013","16","2013-05-22 09:53:30"
"28","00:18:0a:34:27:d0","b0:d0:9c:07:c1:98","Wed May 22 14:52:22.990 UTC 2013","16","2013-05-22 09:53:30"
"29","00:18:0a:34:27:d0","24:ab:81:4e:0b:3a","Wed May 22 14:55:08.311 UTC 2013","12","2013-05-22 09:55:05"
"30","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:55:02.311 UTC 2013","22","2013-05-22 09:55:05"
"31","00:18:0a:34:27:d0","5c:b5:24:58:2e:1c","Wed May 22 14:54:54.311 UTC 2013","29","2013-05-22 09:55:05"
"32","00:18:0a:34:27:d0","b0:d0:9c:07:c1:98","Wed May 22 14:54:46.311 UTC 2013","14","2013-05-22 09:55:05"
"33","00:18:0a:34:27:d0","e4:8b:7f:89:49:f4","Wed May 22 14:54:23.311 UTC 2013","11","2013-05-22 09:55:05"
"34","00:18:0a:34:27:d0","00:26:5a:78:14:db","Wed May 22 14:54:20.311 UTC 2013","23","2013-05-22 09:55:05"
"35","00:18:0a:34:27:d0","a8:16:b2:9a:58:fa","Wed May 22 14:54:15.311 UTC 2013","22","2013-05-22 09:55:05"
"36","00:18:0a:34:27:d0","64:20:0c:ad:7a:4f","Wed May 22 14:54:02.311 UTC 2013","9","2013-05-22 09:55:05"
"37","00:18:0a:34:27:d0","78:ca:04:ef:9c:ed","Wed May 22 14:53:39.311 UTC 2013","12","2013-05-22 09:55:05"
"38","00:18:0a:34:27:d0","38:aa:3c:86:83:7a","Wed May 22 14:53:37.311 UTC 2013","10","2013-05-22 09:55:05"
"39","00:18:0a:34:27:d0","00:0d:f0:95:24:38","Wed May 22 14:53:35.311 UTC 2013","21","2013-05-22 09:55:05"
"40","00:18:0a:34:27:d0","d0:23:db:f3:45:ee","Wed May 22 14:56:31.557 UTC 2013","9","2013-05-22 09:56:32"
"41","00:18:0a:34:27:d0","00:26:5a:78:14:db","Wed May 22 14:56:25.557 UTC 2013","31","2013-05-22 09:56:32"
"42","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:56:24.557 UTC 2013","21","2013-05-22 09:56:32"
"43","00:18:0a:34:27:d0","64:20:0c:ad:7a:4f","Wed May 22 14:56:18.557 UTC 2013","13","2013-05-22 09:56:32"
"44","00:18:0a:34:27:d0","24:ab:81:4e:0b:3a","Wed May 22 14:56:02.557 UTC 2013","16","2013-05-22 09:56:32"
"45","00:18:0a:34:27:d0","5c:b5:24:58:2e:1c","Wed May 22 14:56:01.557 UTC 2013","29","2013-05-22 09:56:32"
"46","00:18:0a:34:27:d0","b0:d0:9c:07:c1:98","Wed May 22 14:55:58.557 UTC 2013","14","2013-05-22 09:56:32"
"47","00:18:0a:34:27:d0","ec:35:86:10:7d:10","Wed May 22 14:55:35.557 UTC 2013","18","2013-05-22 09:56:32"
"48","00:18:0a:34:27:d0","5c:b5:24:58:2e:1c","Wed May 22 14:57:57.255 UTC 2013","11","2013-05-22 09:57:56"
"49","00:18:0a:34:27:d0","d0:23:db:f3:45:ee","Wed May 22 14:57:56.255 UTC 2013","10","2013-05-22 09:57:56"
"50","00:18:0a:34:27:d0","a8:16:b2:9a:58:fa","Wed May 22 14:57:56.255 UTC 2013","21","2013-05-22 09:57:56"
"51","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:57:56.255 UTC 2013","26","2013-05-22 09:57:56"
"52","00:18:0a:34:27:d0","64:20:0c:ad:7a:4f","Wed May 22 14:57:49.255 UTC 2013","12","2013-05-22 09:57:56"
"53","00:18:0a:34:27:d0","ac:f1:df:05:0e:34","Wed May 22 14:57:37.255 UTC 2013","10","2013-05-22 09:57:56"
"54","00:18:0a:34:27:d0","00:26:5a:78:14:db","Wed May 22 14:57:29.255 UTC 2013","24","2013-05-22 09:57:56"
"55","00:18:0a:34:27:d0","38:aa:3c:86:83:7a","Wed May 22 14:57:05.255 UTC 2013","10","2013-05-22 09:57:56"
"56","00:18:0a:34:27:d0","24:ab:81:4e:0b:3a","Wed May 22 14:59:30.968 UTC 2013","18","2013-05-22 09:59:27"
"57","00:18:0a:34:27:d0","68:b5:99:43:a8:3a","Wed May 22 14:59:27.968 UTC 2013","20","2013-05-22 09:59:27"
"58","00:18:0a:34:27:d0","9c:b7:0d:cd:ec:38","Wed May 22 14:59:05.968 UTC 2013","19","2013-05-22 09:59:27"
"59","00:18:0a:34:27:d0","5c:b5:24:58:2e:1c","Wed May 22 14:59:02.968 UTC 2013","20","2013-05-22 09:59:27"
